,tanggal,clean_text,Kandidat,Minggu ke-,positive,negative,label,score,sentimen,Sentimen_kode,sentimem,minggu pertama
163,9/27/2020 10:40,keren nih monitor virtual paslon walikota solo gibran teguh moga pilih,Gibran-Teguh,1,0.181818182,0.272727273,negative,-0.090909091,2,Positif,,TRUE
164,9/27/2020 10:35,salut kampanyenya paslon gibran teguh guys,Gibran-Teguh,1,0.333333333,0,positive,0.333333333,2,Positif,,TRUE
165,2020-10-06 13:17:11,tetep kampanye pandemi monitor virtual blusukan,Bagyo-Supardjo,2,0,0,positive,0,0,Negatif,,FALSE
166,2020-10-05 15:22:05,bagus bet ide kampanyenya paslon gibran teguh guys patut,Bagyo-Supardjo,2,0.222222222,0,positive,0.222222222,2,Positif,,FALSE
167,2020-10-05 15:00:06,iki nek sampek bpk bagyo wahyono amp fx supardjo ora menang yo kebangeten,Bagyo-Supardjo,2,0.153846154,0,positive,0.153846154,0,Negatif,,FALSE
168,2020-10-05 08:31:33,bawaslu solo satpol pp copot apk gambar gibran rakabuming rakateguh prakosa bagyo wahyonofx supardjo baj,Bagyo-Supardjo,2,0.333333333,0.066666667,positive,0.266666667,1,Netral,1,FALSE
169,2020-10-05 02:41:02,bawaslu solo satpol pp copot apk gambar gibran rakabuming rakateguh prakosa bagyo wahyonofx sup,Bagyo-Supardjo,2,0.357142857,0.071428571,positive,0.285714286,1,Netral,1,FALSE
170,2020-10-05 00:30:00,alat raga kampanye apk gibranteguh bagyosupardjo anggap langgar atur bawaslu,Bagyo-Supardjo,2,0.1,0.1,positive,0,0,Negatif,,FALSE
171,2020-10-04 08:11:36,gibran putra sulung presiden joko widodo pasang teguh prakoso pilkada solo lawan paslon independen bagyo w,Bagyo-Supardjo,2,0.1875,0.0625,positive,0.125,2,Positif,,FALSE
172,2020-10-10 02:34:31,gibran putra sulung presiden joko widodo pasang teguh prakoso pilkada solo lawan paslon independ,Gibran-Teguh,2,0.214285714,0.071428571,positive,0.142857143,2,Positif,,FALSE
173,2020-10-09 21:55:02,nasdem merepat gibranpada pilkada solo pasang gibranteguh lawan pasang jalur in,Gibran-Teguh,2,0.090909091,0.090909091,positive,0,0,Negatif,,FALSE
174,2020-10-09 19:09:32,unik rawan solo hebat kenal visi misi gibranteguh latih door to door champaign,Gibran-Teguh,2,0.230769231,0.153846154,positive,0.076923077,0,Negatif,,FALSE
175,2020-10-09 14:59:44,kpu serah apk pasang gibranteguh bajo,Gibran-Teguh,2,0.166666667,0,positive,0.166666667,0,Negatif,,FALSE
176,2020-10-09 11:36:03,kpu serah apk pasang gibranteguh bajo nurul apk je,Gibran-Teguh,2,0.111111111,0,positive,0.111111111,0,Negatif,,FALSE
177,2020-10-09 08:33:09,latih materi door to door champaign rawan solo hebat kenal visi misi gibran teguh calon pilih,Gibran-Teguh,2,0.125,0.25,negative,-0.125,2,Positif,,FALSE
178,2020-10-09 08:29:28,pilkada solo pasang gibranteguh bajo terima apk kpu nurul apk terdir,Gibran-Teguh,2,0.181818182,0,positive,0.181818182,0,Negatif,,FALSE
179,2020-10-09 08:28:57,gibran teguh bantu urus bst pkh kks warga,Gibran-Teguh,2,0.125,0,positive,0.125,2,Positif,,FALSE
180,2020-10-09 08:28:51,gibran teguh mensejahterakan masyarakat kota solo tekan angka anggur,Gibran-Teguh,2,0.333333333,0,positive,0.333333333,2,Positif,,FALSE
181,2020-10-09 06:47:43,dukung gibran teguh pilkada solo gibran teguh ad pa,Gibran-Teguh,2,0.222222222,0.111111111,positive,0.111111111,2,Positif,,FALSE
182,2020-10-09 02:29:10,gibran teguh program fx rudy,Gibran-Teguh,2,0.4,0,positive,0.4,2,Positif,,FALSE
183,2020-10-08 08:44:20,blusukan virtual metode kampanye cerdas paslon nomor urut gibranteguh pandemi covid,Gibran-Teguh,2,0.181818182,0,positive,0.181818182,0,Negatif,,FALSE
184,2020-10-08 08:42:37,maaf sibuk,Gibran-Teguh,2,0.5,0,positive,0.5,0,Negatif,,FALSE
185,2020-10-08 08:42:02,gibran teguh solo dukung gibran teguh pilkada solo pa,Gibran-Teguh,2,0.222222222,0.111111111,positive,0.111111111,2,Positif,,FALSE
186,2020-10-08 08:41:15,gibran teguh patuh protokol sehat pilkada,Gibran-Teguh,2,0.666666667,0.166666667,positive,0.5,2,Positif,,FALSE
187,2020-10-08 08:38:32,gibran teguh tandatangani pakta integritas deklarasi kampanye damai,Gibran-Teguh,2,0.375,0,positive,0.375,2,Positif,,FALSE
188,2020-10-08 03:27:20,blusukan online gibran teguh hindar sebar covid,Gibran-Teguh,2,0.142857143,0,positive,0.142857143,2,Positif,,FALSE
189,2020-10-07 14:08:41,gibran teguh optimal kampanye virtual,Gibran-Teguh,2,0.4,0,positive,0.4,2,Positif,,FALSE
190,2020-10-07 02:30:00,nderek gibran nderek teguh lengkap,Gibran-Teguh,2,0.2,0.2,positive,0,2,Positif,,FALSE
191,2020-10-06 15:02:33,former jakarta deputy governor sandiaga uno is set to join the campaign team for president joko jokowi widodos eldest son g,Gibran-Teguh,2,0,0,positive,0,0,Negatif,,FALSE
192,2020-10-06 08:54:52,pilkada serentak pandemi gibran teguh jalan misi kampanye virtual,Gibran-Teguh,2,0.111111111,0,positive,0.111111111,2,Positif,,FALSE
193,2020-10-06 08:09:47,dukung gibranteguh partai golkar solo target,Gibran-Teguh,2,0.166666667,0.333333333,negative,-0.166666667,0,Negatif,,FALSE
194,2020-10-06 08:08:53,an apk gibranteguh bajo semprit bawaslu gibranrakabuming polisipamongpraja laweyansurakarta,Gibran-Teguh,2,0.333333333,0.111111111,positive,0.222222222,0,Negatif,,FALSE
195,2020-10-06 08:08:16,gibran teguh gagas sesuai protokol sehat raup dukung kampanye blusukan onli,Gibran-Teguh,2,0.363636364,0.090909091,positive,0.272727273,2,Positif,,FALSE
196,2020-10-06 08:07:38,gibran teguh komitmen terap protokol sehat pilkada solo,Gibran-Teguh,2,0.5,0,positive,0.5,2,Positif,,FALSE
197,2020-10-06 06:35:00,gibran teguh komitmen jalan pilkada terap protokol sehat ketat disiplin,Gibran-Teguh,2,0.4,0.1,positive,0.3,2,Positif,,FALSE
198,2020-10-06 05:57:51,lupa dukung gt gibran teguh sigap pa,Gibran-Teguh,2,0.285714286,0.285714286,positive,0,2,Positif,,FALSE
199,2020-10-06 05:44:24,badan awas milu bawaslu solo jawa temu alat raga kampanye apk milik,Gibran-Teguh,2,0.166666667,0.166666667,positive,0,0,Negatif,,FALSE
200,2020-10-06 05:32:12,mobil box modifikasi layar monitor henti pajang laweyantim balut kaos gambar gib,Gibran-Teguh,2,0,0,positive,0,0,Negatif,,FALSE
201,2020-10-06 02:26:40,an apk gibranteguh bajo semprit bawaslu,Gibran-Teguh,2,0.166666667,0.166666667,positive,0,0,Negatif,,FALSE
202,2020-10-06 00:45:58,bawaslu satpol pp copot apk gibranteguh bajo langgar atur,Gibran-Teguh,2,0.111111111,0.111111111,positive,0,0,Negatif,,FALSE
203,2020-10-06 00:40:46,apk gibranteguh bajo independen kena semprit bawaslu pasang pohon,Gibran-Teguh,2,0.111111111,0.111111111,positive,0,0,Negatif,,FALSE
204,2020-10-06 00:38:42,gibranteguh sapa warga lurah ketel virtual blusukan virtual isi dgn,Gibran-Teguh,2,0.1,0,positive,0.1,0,Negatif,,FALSE
205,2020-10-06 00:36:09,blusukan virtual kaum ampuh amp efektif gibranteguh jabar visi misi pandemi,Gibran-Teguh,2,0.181818182,0,positive,0.181818182,0,Negatif,,FALSE
206,2020-10-06 00:28:55,kelola tugas parkir kota surakarta dukung calon walikota calon wakil walikota s,Gibran-Teguh,2,0.083333333,0.25,negative,-0.166666667,1,Netral,1,FALSE
207,2020-10-05 11:42:52,silaturahmi tokoh masyarakat tokoh agama lurah baluwarti calon pasang walikota calon wakil wal,Gibran-Teguh,2,0.230769231,0.153846154,positive,0.076923077,1,Netral,1,FALSE
208,2020-10-05 09:50:49,warga kemlayan antusias sambut hadir pasang gibranteguh tengahtengah,Gibran-Teguh,2,0.25,0,positive,0.25,0,Negatif,,FALSE
209,2020-10-05 09:50:08,bawaslu solo temu apk langgar atur milik gibranteguh kecamatanpasarkliwon jebressurakarta,Gibran-Teguh,2,0.3,0.2,positive,0.1,0,Negatif,,FALSE
210,2020-10-05 08:07:28,thanks tampung pwr inikekuatankita,Gibran-Teguh,2,0.25,0.5,negative,-0.25,0,Negatif,,FALSE
211,2020-10-05 08:07:04,ngingetin bang kalo tuh pwr masingmasing hidup san,Gibran-Teguh,2,0,0.25,negative,-0.25,0,Negatif,,FALSE
212,2020-10-05 08:05:58,nomer siji ora mblenjani gibran teguh for solo,Gibran-Teguh,2,0.125,0,positive,0.125,2,Positif,,FALSE
213,2020-10-05 08:05:48,pilih nomor gibran teguh for solo,Gibran-Teguh,2,0.166666667,0.166666667,positive,0,2,Positif,,FALSE
214,2020-10-05 04:06:33,dukung gibran teguh solo ber,Gibran-Teguh,2,0.2,0.2,positive,0,2,Positif,,FALSE
215,2020-10-05 02:51:25,nomer siji ora ngapusi gibran teguh for solo,Gibran-Teguh,2,0.125,0,positive,0.125,2,Positif,,FALSE
216,2020-10-05 02:47:51,paslon bajo andal komunitas tikus pithi lawan paslon gibranteguh kampanye tokoh na,Gibran-Teguh,2,0.25,0.166666667,positive,0.083333333,0,Negatif,,FALSE
217,2020-10-05 01:36:48,gibran pasang teguh prakosa terima aspirasi warga lurah ketel camat banjarsari solo,Gibran-Teguh,2,0.416666667,0,positive,0.416666667,2,Positif,,FALSE
218,2020-10-04 12:27:57,gibran pasang teguh prakosa terima aspirasi warga lurah ketel camat banjarsari solo,Gibran-Teguh,2,0.416666667,0,positive,0.416666667,2,Positif,,FALSE
219,2020-10-04 12:07:32,simulasi debat pilkada solo gibran teguh sparing tokoh,Gibran-Teguh,2,0.25,0,positive,0.25,2,Positif,,FALSE
220,2020-10-04 11:24:08,lho calon indefenden calon tantang gibran rakabumingteguh prakosa pilkada solomereka bagyo wahyon,Gibran-Teguh,2,0.333333333,0.166666667,positive,0.166666667,2,Positif,,FALSE
221,2020-10-04 10:58:33,sandiaga uno jurkam gibranteguh pilkada solo klik baca download aplik,Gibran-Teguh,2,0.1,0.1,positive,0,0,Negatif,,FALSE
222,2020-10-04 08:11:09,detiknetwork sandiaga uno kampanye pasang calon gibran rakabuming rakateguh prakosa pilkada so,Gibran-Teguh,2,0.333333333,0.083333333,positive,0.25,1,Netral,1,FALSE
223,2020-10-04 08:10:41,teguh pasang gibran pilkada solo gibran betah kampanye secar,Gibran-Teguh,2,0.111111111,0,positive,0.111111111,2,Positif,,FALSE
224,2020-10-04 08:10:16,optimistis capai target pasang usung pdip raih kursi mayoritas d,Gibran-Teguh,2,0.2,0.1,positive,0.1,0,Negatif,,FALSE
225,2020-10-04 08:08:49,laksana terap protokol sehat ketatgibranteguh menang menangny,Gibran-Teguh,2,0.714285714,0.142857143,positive,0.571428571,0,Negatif,,FALSE
226,2020-10-04 07:02:32,target hadap sosialisasi calon wali kota wakil wali kota dige,Gibran-Teguh,2,0.1,0.2,negative,-0.1,1,Netral,1,FALSE
227,2020-10-04 06:48:03,politik ndak orang sumbang receh harta dim,Gibran-Teguh,2,0.142857143,0.142857143,positive,0,0,Negatif,,FALSE
228,2020-10-04 06:00:00,lawan pasang jahit ketua rt sederet nama tokoh nasional terjun jurkam gibran teguh,Gibran-Teguh,2,0.153846154,0.076923077,positive,0.076923077,2,Positif,,FALSE
229,2020-10-04 05:26:32,former jakarta deputy governor sandiaga uno is set to join the campaign team for president joko jokowi widodos e,Gibran-Teguh,2,0,0,positive,0,0,Negatif,,FALSE
230,2020-10-04 04:36:38,detiknetwork sandiaga uno kampanye pasang calon gibran rakabuming rakateguh prakosa pilk,Gibran-Teguh,2,0.363636364,0.090909091,positive,0.272727273,1,Netral,1,FALSE
231,2020-10-04 04:33:16,tokoh politik sedia jurkam gibranteguh salah megawati tum pdip harap don,Gibran-Teguh,2,0.181818182,0.090909091,positive,0.090909091,0,Negatif,,FALSE
232,2020-10-03 12:08:23,elite politik kabar turun tangan bantu kampanye pasang gibranteguh pilkada solo,Gibran-Teguh,2,0.181818182,0,positive,0.181818182,0,Negatif,,FALSE
233,2020-10-03 08:46:43,elite politik kabar turun tangan bantu kampanye pasang gibranteguh pilkada sol,Gibran-Teguh,2,0.181818182,0,positive,0.181818182,0,Negatif,,FALSE
234,2020-10-03 08:37:41,sandi uno kampanye gibranteguh pilkada solo lobi jokowiperjuangan bapak martabak anak,Gibran-Teguh,2,0.090909091,0.181818182,negative,-0.090909091,0,Negatif,,FALSE
235,2020-10-03 02:33:06,selamet ye orang solo nyang udeh taonan dukung akhirnye kampanye bareng bang sandi s,Gibran-Teguh,2,0,0.071428571,negative,-0.071428571,0,Negatif,,FALSE
236,2020-10-03 02:32:30,neh jokoism garis monyong,Gibran-Teguh,2,0,0,positive,0,0,Negatif,,FALSE
237,2020-10-02 22:49:32,rumah,Gibran-Teguh,2,0,0,positive,0,0,Negatif,,FALSE
238,2020-10-02 22:16:13,sekolah online,Gibran-Teguh,2,0,0,positive,0,0,Negatif,,FALSE
239,2020-10-02 20:43:31,populer nusantara konlik kapolres blitar kasat sabhara solo sandiaga ipers,Gibran-Teguh,2,0.1,0,positive,0.1,0,Negatif,,FALSE
240,2020-10-02 12:46:17,sandiaga uno kampanye pasang calon wali kota wakil wali kota solo gibran rakabuming rakateguh prakos,Gibran-Teguh,2,0.266666667,0.066666667,positive,0.2,1,Netral,1,FALSE
241,2020-10-02 10:18:33,ninggal tatukowe tak sayangsayang saiki ngilang tresnamu karo kuwi mung kiasankowe tak gadhang,Gibran-Teguh,2,0.153846154,0.153846154,positive,0,0,Negatif,,FALSE
242,2020-10-02 09:33:53,sandi uno kampanye gibranteguh pilkada solo lobi jokowiperjuangan bapak mart,Gibran-Teguh,2,0.1,0.2,negative,-0.1,0,Negatif,,FALSE
243,2020-10-02 08:32:26,respons kabar sandiaga jurkam gibran rancang kampanye daring wakil ketua dewan bina partai gerindra,Gibran-Teguh,2,0,0.071428571,negative,-0.071428571,1,Netral,1,FALSE
244,2020-10-02 08:31:51,sandiaga uno kampanye gibranteguh pilkada solo lobi jokowi borong medan solo htt,Gibran-Teguh,2,0.083333333,0.083333333,positive,0,0,Negatif,,FALSE
245,2020-10-02 08:31:15,gibran teguh pilkada sesuai jadwal demokratis aman covid,Gibran-Teguh,2,0.375,0,positive,0.375,2,Positif,,FALSE
246,2020-10-02 08:29:24,solo ber gibran teguh pilih,Gibran-Teguh,2,0.2,0.2,positive,0,2,Positif,,FALSE
247,2020-10-02 07:30:03,gibran teguh nomor urut pilkada solo pa,Gibran-Teguh,2,0.142857143,0,positive,0.142857143,2,Positif,,FALSE
248,2020-10-02 06:45:05,gibran teguh dukung pilkada aman secret clean pt victoria care bantu hand sanitizer,Gibran-Teguh,2,0.153846154,0.076923077,positive,0.076923077,2,Positif,,FALSE
249,2020-10-02 06:44:27,sandiaga uno digadanggadang jurkam paslon gibranteguh pilkada solo sandiaga jurkam ta,Gibran-Teguh,2,0.090909091,0,positive,0.090909091,0,Negatif,,FALSE
250,2020-10-02 06:42:40,mantan wakil gubernur dki jakarta sandiaga uno kampanye pasang calon gibran rakabuming rakate,Gibran-Teguh,2,0.153846154,0.076923077,positive,0.076923077,1,Netral,1,FALSE
251,2020-10-02 06:17:54,gk butuh jurkam pusat spt warga solo berdi,Gibran-Teguh,2,0.125,0.125,positive,0,0,Negatif,,FALSE
252,2020-10-02 05:02:28,wakil ketua dpp gerindra kampanye pasang calon wali kota wakil wali kota solo gi,Gibran-Teguh,2,0,0.071428571,negative,-0.071428571,1,Netral,1,FALSE
253,2020-10-02 05:02:27,wakil ketua dpp gerindra kampanye pasang calon wali kota wakil wali kota so,Gibran-Teguh,2,0,0.076923077,negative,-0.076923077,1,Netral,1,FALSE
255,2020-10-02 03:30:00,faktor sandiaga prabowo subianto ketua dpp partai gerindra presiden jokowi s,Gibran-Teguh,2,0.090909091,0.090909091,positive,0,0,Negatif,,FALSE
256,2020-10-02 03:12:50,wakil ketua dewan bina partai gerindra sandiaga salahudin uno kampanye jurkam pasang,Gibran-Teguh,2,0,0.166666667,negative,-0.166666667,1,Netral,1,FALSE
257,2020-10-02 01:53:32,orang amerika mikir biden menang trump kalah anaknya biden nyalon,Gibran-Teguh,2,0.1,0.1,positive,0,0,Negatif,,FALSE
258,2020-10-02 01:39:02,politis partai gerindra sandiaga solahuddin uno kampanye jurkam pasang calon wali kota w,Gibran-Teguh,2,0,0.153846154,negative,-0.153846154,1,Netral,1,FALSE
259,2020-10-01 23:35:33,sandiaga uno kampanye pasang calon wali kota wakil wali kota solo gibran rakabuming rakateguh,Gibran-Teguh,2,0.214285714,0.071428571,positive,0.142857143,1,Netral,1,FALSE
260,2020-10-01 23:02:10,oh,Gibran-Teguh,2,0,0,positive,0,0,Negatif,,FALSE
261,2020-10-01 23:01:50,sandiaga jurkam gibran solo bobby medan faktor sandiaga prabowo,Gibran-Teguh,2,0,0.111111111,negative,-0.111111111,0,Negatif,,FALSE
262,2020-10-01 22:34:18,politis partai gerindra sandiaga solahuddin uno jukam pasang calon wali kota wakil wali,Gibran-Teguh,2,0,0.153846154,negative,-0.153846154,1,Netral,1,FALSE
263,2020-10-01 21:00:27,apbd kota solo bahas teguh masamasa sabar an,Gibran-Teguh,2,0.25,0.25,positive,0,2,Positif,,FALSE
264,2020-10-01 17:49:08,komitmen taat protokol sehat dengung warga program prioritas tegu,Gibran-Teguh,2,0.555555556,0,positive,0.555555556,0,Negatif,,FALSE
265,2020-10-01 16:27:26,sandiaga uno kampanye gibranteguh pilkada solo lobi jokowi borong medan sol,Gibran-Teguh,2,0.090909091,0.090909091,positive,0,0,Negatif,,FALSE
266,2020-10-01 15:42:31,gibran nggak manuver kirakira tum enggak pdip ng,Gibran-Teguh,2,0.125,0,positive,0.125,2,Positif,,FALSE
267,2020-10-15 05:35:53,lobilobinya politik tingkat tum prabowo subianto jokowi,Bagyo-Supardjo,3,0.142857143,0,positive,0.142857143,0,Negatif,,FALSE
268,2020-10-16 13:58:54,politis partai gerindra sandiaga solahuddin uno jukam pasang calon wali kota wakil wali kota sol,Gibran-Teguh,3,0,0.133333333,negative,-0.133333333,1,Netral,1,FALSE
269,2020-10-16 11:38:53,kabar papa online sandiaga uno jurkam gibranteguh pilkada solo klik baca,Gibran-Teguh,3,0.090909091,0.090909091,positive,0,0,Negatif,,FALSE
270,2020-10-16 09:59:13,bangyo bagyo bagyo supardjo,Gibran-Teguh,3,0,0,positive,0,0,Negatif,,FALSE
271,2020-10-16 08:35:00,kemudi becak kota solo deklarasi dukung gibran teguh,Gibran-Teguh,3,0.125,0.125,positive,0,2,Positif,,FALSE
272,2020-10-16 07:00:05,kemudi becak kota solo deklarasi dukung gibranteguh,Gibran-Teguh,3,0.142857143,0.142857143,positive,0,0,Negatif,,FALSE
273,2020-10-15 09:32:20,banjir dukung gibranteguh dukung penuh kemudi becak solo,Gibran-Teguh,3,0.25,0.375,negative,-0.125,0,Negatif,,FALSE
274,2020-10-15 05:37:33,calon wali kota nomor gibran rakabuming tokoh nasional kampanye jurkam,Gibran-Teguh,3,0.2,0.1,positive,0.1,1,Netral,1,FALSE
275,2020-10-14 13:25:17,silaturahmi warga gending gibran teguh janji bangun kota solo kota budaya modern pa,Gibran-Teguh,3,0.307692308,0,positive,0.307692308,2,Positif,,FALSE
276,2020-10-14 10:33:04,pilkada surakarta gapensi dukung gibran teguh,Gibran-Teguh,3,0.333333333,0.166666667,positive,0.166666667,2,Positif,,FALSE
277,2020-10-14 10:05:28,gibran sandiaga jurkam hadir daring sandiaga petinggi pdip turun gunung m,Gibran-Teguh,3,0,0,positive,0,0,Negatif,,FALSE
278,2020-10-14 08:48:57,mantap dukung gibran teguh pilkada gapensi harap bangun solo tumbuh pesat,Gibran-Teguh,3,0.181818182,0.090909091,positive,0.090909091,2,Positif,,FALSE
279,2020-10-14 07:36:05,harap bangun tingkat pesat gapensi solo dukung gibranteguh pilkada,Gibran-Teguh,3,0.222222222,0.111111111,positive,0.111111111,0,Negatif,,FALSE
280,2020-10-14 05:59:47,masyarakat jasa konstruksi solo mantab dukung pasang gibranteguh alas,Gibran-Teguh,3,0.333333333,0.111111111,positive,0.222222222,0,Negatif,,FALSE
281,2020-10-14 04:49:35,maju gibran rakabuming teguh oum titiz dukung oum titiz segan oum titiz hormat,Gibran-Teguh,3,0.307692308,0.153846154,positive,0.153846154,2,Positif,,FALSE
282,2020-10-13 19:54:53,gapensi surakarta dukung gibranteguh,Gibran-Teguh,3,0.5,0.25,positive,0.25,0,Negatif,,FALSE
283,2020-10-13 19:13:17,paslon no gibran teguh no bagyo suparjo adu gagas bangun surakarta debat publik sej,Gibran-Teguh,3,0.214285714,0,positive,0.214285714,2,Positif,,FALSE
284,2020-10-13 12:01:10,bismillah mari menang gibranteguh gibranforsolo,Gibran-Teguh,3,0.4,0,positive,0.4,0,Negatif,,FALSE
285,2020-10-13 08:59:01,satpol pp solo turun apk langgar spanduk milik gibranteguh bajo spanduk,Gibran-Teguh,3,0.090909091,0,positive,0.090909091,0,Negatif,,FALSE
286,2020-10-13 04:04:56,satpol pp turun spanduk milik gibranteguh gibranrakabuming teguhprakosa polisipamongpraja kotasurakarta,Gibran-Teguh,3,0.5,0,positive,0.5,0,Negatif,,FALSE
287,2020-10-12 21:36:53,hindar klaster sebar covid gibran teguh maksimal blusukan online paslon bajo rambah medsos,Gibran-Teguh,3,0.076923077,0,positive,0.076923077,2,Positif,,FALSE
288,2020-10-12 21:18:52,tim gibranteguh satpol pp copot apk,Gibran-Teguh,3,0.166666667,0,positive,0.166666667,0,Negatif,,FALSE
289,2020-10-12 16:50:00,satpol pp solo turun apk langgar spanduk milik gibranteguh bajo spanduk,Gibran-Teguh,3,0.090909091,0,positive,0.090909091,0,Negatif,,FALSE
290,2020-10-12 16:00:05,satpol pp solo copot pasang apk langgar milik gibranteguh kecamatanpasarkliwon,Gibran-Teguh,3,0.2,0.1,positive,0.1,0,Negatif,,FALSE
291,2020-10-12 12:01:24,timses tak apk gibranteguh langgar copot satpol pp solo gibranrakabuming polisipamongpraja,Gibran-Teguh,3,0.181818182,0,positive,0.181818182,0,Negatif,,FALSE
292,2020-10-12 11:28:31,apk tertib satpol pp milik pasang cawali cawawali nomo,Gibran-Teguh,3,0.111111111,0,positive,0.111111111,0,Negatif,,FALSE
293,2020-10-12 10:11:00,satpol pp turun spanduk milik gibranteguh,Gibran-Teguh,3,0.166666667,0,positive,0.166666667,0,Negatif,,FALSE
294,2020-10-12 07:29:34,salah atur puluh apk gibranteguh bajo turun tim gabung bawaslu solo,Gibran-Teguh,3,0.090909091,0.181818182,negative,-0.090909091,0,Negatif,,FALSE
295,2020-10-12 06:13:34,satpol pp puluh spanduk apk paslon gibranteguh turun paksa langgar aturanpilkada solo,Gibran-Teguh,3,0.083333333,0,positive,0.083333333,0,Negatif,,FALSE
296,2020-10-12 05:35:00,apk gibranteguh tertib satpol pp tanggap tim menang,Gibran-Teguh,3,0.375,0,positive,0.375,0,Negatif,,FALSE
297,2020-10-12 04:52:33,gibran teguh kena salah baju kampanye rancang rawan dukung gibran teguh for solo,Gibran-Teguh,3,0.153846154,0.230769231,negative,-0.076923077,2,Positif,,FALSE
298,2020-10-12 03:02:46,timses satpol pp cabut spanduk rumah warga dukung gibranteguh,Gibran-Teguh,3,0.111111111,0.111111111,positive,0,0,Negatif,,FALSE
299,2020-10-12 02:40:49,copot sesuai langgar wali nomor white area zona terl,Gibran-Teguh,3,0.111111111,0,positive,0.111111111,0,Negatif,,FALSE
300,2020-10-11 12:29:44,copot sesuai langgar wali nomor white area,Gibran-Teguh,3,0.142857143,0,positive,0.142857143,0,Negatif,,FALSE
301,2020-10-11 10:21:31,kampanye virtual gibranteguh kpu pemkot tekan,Gibran-Teguh,3,0.166666667,0,positive,0.166666667,0,Negatif,,FALSE
302,2020-10-11 08:07:57,menang gibran teguh partai gerindra solo panas mesin partai proses politik,Gibran-Teguh,3,0.363636364,0.272727273,positive,0.090909091,2,Positif,,FALSE
303,2020-10-11 07:02:57,kampanye pilwakot solo pasang gibranteguh patuh protokol sehat,Gibran-Teguh,3,0.5,0.125,positive,0.375,0,Negatif,,FALSE
304,2020-10-11 04:01:38,calon pimpin responsif warga membutuhkansemoga menang,Gibran-Teguh,3,0.5,0.333333333,positive,0.166666667,0,Negatif,,FALSE
305,2020-10-11 01:23:08,gibran teguh,Gibran-Teguh,3,0.5,0,positive,0.5,2,Positif,,FALSE
306,2020-10-10 16:03:37,gibran rakabuming teguh patuh atur kampanye pilkada solo,Gibran-Teguh,3,0.375,0.125,positive,0.25,2,Positif,,FALSE
307,2020-10-10 14:44:28,visi misi dr pasang no gibranteguhassalamualaikum wr wbah bias,Gibran-Teguh,3,0.111111111,0.111111111,positive,0,0,Negatif,,FALSE
308,2020-10-10 14:40:50,sandiaga s uno resmi jurkam gibranteguh solo,Gibran-Teguh,3,0.142857143,0,positive,0.142857143,0,Negatif,,FALSE
309,2020-10-10 14:40:00,tugas sandiaga uno jurkam gibranteguh,Gibran-Teguh,3,0.2,0,positive,0.2,0,Negatif,,FALSE
310,2020-10-10 14:22:04,sandiaga s uno kampanye jurkam pasang gibran rakabuming rakateguh prakosa pil,Gibran-Teguh,3,0.363636364,0,positive,0.363636364,1,Netral,1,FALSE
311,2020-10-10 11:36:24,dpc partai gerindra kota solo target menang paslon gibranteguh sebesar ketua dpc pdip kota s,Gibran-Teguh,3,0.2,0.066666667,positive,0.133333333,0,Negatif,,FALSE
312,2020-10-10 10:39:32,sandiaga s uno kampanye jurkam pasang gibran rakabuming rakateguh prakosa,Gibran-Teguh,3,0.4,0,positive,0.4,1,Netral,1,FALSE
313,2020-10-10 10:35:21,dpc partai gerindra kota solo target menang paslon gibranteguh sebesar ketua dpc p,Gibran-Teguh,3,0.230769231,0.076923077,positive,0.153846154,0,Negatif,,FALSE
314,2020-10-10 10:28:24,sandiaga uno kampanye gibranteguh pilkada solo,Gibran-Teguh,3,0.166666667,0,positive,0.166666667,0,Negatif,,FALSE
315,2020-10-10 09:59:33,orang rawan gibranteguh gabung solo hebat latih kampanye door to door y,Gibran-Teguh,3,0.166666667,0.166666667,positive,0,0,Negatif,,FALSE
316,2020-10-10 09:26:03,wakil ketua dewan bina dpp partai gerindra sandiaga s uno kampanye jurkam pasang,Gibran-Teguh,3,0,0.076923077,negative,-0.076923077,1,Netral,1,FALSE
317,2020-10-10 09:07:32,wakil ketua dewan bina dpp partai gerindra sandiaga s uno kampanye jurkam pa,Gibran-Teguh,3,0,0.076923077,negative,-0.076923077,1,Netral,1,FALSE
318,2020-10-10 07:03:57,jurkam gibranteguh sandiaga uno terima surat tugas,Gibran-Teguh,3,0.285714286,0,positive,0.285714286,0,Negatif,,FALSE
319,2020-10-10 06:04:26,jurkan gibranteguh sandiaga uno terima surat tugas,Gibran-Teguh,3,0.285714286,0,positive,0.285714286,0,Negatif,,FALSE
320,2020-10-20 11:20:27,sandiaga tugas jurkam gibranteguh,Bagyo-Supardjo,4,0.25,0,positive,0.25,0,Negatif,,FALSE
321,2020-10-20 03:34:07,kampanye asik virtual box gibranteguh pandemi covid gibranteguhmenangpersen,Bagyo-Supardjo,4,0.375,0,positive,0.375,0,Negatif,,FALSE
322,2020-10-19 07:19:22,kampanye asik virtual box gibranteguh pandemi covid gibranteguhmenangpersen,Bagyo-Supardjo,4,0.375,0,positive,0.375,0,Negatif,,FALSE
323,2020-10-19 06:59:26,paslonkampanyeprokessejauh lapor langgar paslon gibran rakabuming raka teg,Bagyo-Supardjo,4,0.375,0.125,positive,0.25,2,Positif,,FALSE
